Gene ID	Locus Type	Locus Tag	Gene Product Name	Start Coord	End Coord	Strand	
3300049256 assembled Ga0508132_00022_51398_51625	CDS	null	hypothetical protein	51398	51625	+	
3300049256 assembled Ga0508132_00022_51689_52069	CDS	null	phasin	51689	52069	+	
3300049256 assembled Ga0508132_00022_52687_52763	tRNA	null	tRNA_His_GTG	52687	52763	+	
3300049256 assembled Ga0508132_00022_52778_53122	CDS	null	hypothetical protein	52778	53122	+	
3300049256 assembled Ga0508132_00022_53097_53918	CDS	null	O-methyltransferase/8-demethyl-8-(2,3-dimethoxy-alpha-L-rhamnosyl)tetracenomycin-C 4'-O-methyltransferase	53097	53918	+	
3300049256 assembled Ga0508132_00022_54353_54754	CDS	null	hemerythrin	54353	54754	+	
3300049256 assembled Ga0508132_00022_54832_54918	CDS	null	hypothetical protein	54832	54918	-	
3300049256 assembled Ga0508132_00022_54933_55018	tRNA	null	tRNA_Leu_TAA	54933	55018	-	
3300049256 assembled Ga0508132_00022_55079_55885	CDS	null	hypothetical protein	55079	55885	-	
3300049256 assembled Ga0508132_00022_56146_56589	CDS	null	uncharacterized low-complexity protein	56146	56589	+	
3300049256 assembled Ga0508132_00022_56647_56895	CDS	null	4-oxalocrotonate tautomerase	56647	56895	+	
3300049256 assembled Ga0508132_00022_56947_57723	CDS	null	sterol desaturase/sphingolipid hydroxylase (fatty acid hydroxylase superfamily)	56947	57723	-	
3300049256 assembled Ga0508132_00022_5723_5968	CDS	null	small subunit ribosomal protein S18	5723	5968	-	
3300049256 assembled Ga0508132_00022_57897_58706	CDS	null	uncharacterized protein (TIGR04222 family)	57897	58706	+	
3300049256 assembled Ga0508132_00022_58716_59315	CDS	null	thiamine-phosphate pyrophosphorylase	58716	59315	-	
3300049256 assembled Ga0508132_00022_59382_60185	CDS	null	thiazole synthase	59382	60185	-	
3300049256 assembled Ga0508132_00022_5971_6492	CDS	null	small subunit ribosomal protein S6	5971	6492	-	
3300049256 assembled Ga0508132_00022_60190_60387	CDS	null	sulfur carrier protein	60190	60387	-	
3300049256 assembled Ga0508132_00022_60365_61438	CDS	null	glycine oxidase	60365	61438	-	
3300049256 assembled Ga0508132_00022_61658_62704	CDS	null	porphobilinogen synthase	61658	62704	+	
3300049256 assembled Ga0508132_00022_62770_64041	CDS	null	threonine dehydratase	62770	64041	+	
3300049256 assembled Ga0508132_00022_64168_64878	CDS	null	hypothetical protein	64168	64878	-	
3300049256 assembled Ga0508132_00022_65087_65536	CDS	null	uncharacterized protein (DUF2141 family)	65087	65536	+	
3300049256 assembled Ga0508132_00022_65784_66737	CDS	null	tellurite resistance protein TerC	65784	66737	-	
3300049256 assembled Ga0508132_00022_67026_68252	CDS	null	nodulation protein E	67026	68252	-	
3300049256 assembled Ga0508132_00022_68316_68585	CDS	null	acyl carrier protein	68316	68585	-	
3300049256 assembled Ga0508132_00022_68855_70606	CDS	null	long-chain acyl-CoA synthetase	68855	70606	+	
3300049256 assembled Ga0508132_00022_6974_7882	CDS	null	[acyl-carrier-protein] S-malonyltransferase	6974	7882	+	
3300049256 assembled Ga0508132_00022_70663_71361	CDS	null	aspartate racemase	70663	71361	+	
3300049256 assembled Ga0508132_00022_71498_72391	CDS	null	MazG family protein	71498	72391	-	
3300049256 assembled Ga0508132_00022_72513_72836	CDS	null	hypothetical protein	72513	72836	-	
3300049256 assembled Ga0508132_00022_729_1166	CDS	null	uncharacterized protein (DUF2147 family)	729	1166	+	
3300049256 assembled Ga0508132_00022_73149_73247	CDS	null	hypothetical protein	73149	73247	+	
3300049256 assembled Ga0508132_00022_73831_75381	CDS	null	leucyl aminopeptidase	73831	75381	-	
3300049256 assembled Ga0508132_00022_75444_75626	CDS	null	hypothetical protein	75444	75626	+	
3300049256 assembled Ga0508132_00022_75634_76797	CDS	null	lipopolysaccharide export system permease protein	75634	76797	+	
3300049256 assembled Ga0508132_00022_76810_77901	CDS	null	lipopolysaccharide export system permease protein	76810	77901	+	
3300049256 assembled Ga0508132_00022_77971_80271	CDS	null	LPS-assembly protein	77971	80271	+	
3300049256 assembled Ga0508132_00022_7905_8642	CDS	null	3-oxoacyl-[acyl-carrier protein] reductase	7905	8642	+	
3300049256 assembled Ga0508132_00022_80507_81607	CDS	null	peptidyl-prolyl cis-trans isomerase SurA	80507	81607	+	
3300049256 assembled Ga0508132_00022_81991_83001	CDS	null	4-hydroxythreonine-4-phosphate dehydrogenase	81991	83001	+	
3300049256 assembled Ga0508132_00022_82998_83861	CDS	null	16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase	82998	83861	+	
3300049256 assembled Ga0508132_00022_84039_84458	CDS	null	hypothetical protein	84039	84458	-	
3300049256 assembled Ga0508132_00022_84825_85226	CDS	null	ribonuclease VapC	84825	85226	-	
3300049256 assembled Ga0508132_00022_85223_85561	CDS	null	transcriptional regulator with XRE-family HTH domain	85223	85561	-	
3300049256 assembled Ga0508132_00022_85594_87516	CDS	null	aspartyl-tRNA synthetase	85594	87516	-	
3300049256 assembled Ga0508132_00022_87715_88866	CDS	null	ribonuclease D	87715	88866	+	
3300049256 assembled Ga0508132_00022_8872_9114	CDS	null	acyl carrier protein	8872	9114	+	
3300049256 assembled Ga0508132_00022_88907_89857	CDS	null	regulator of protease activity HflC (stomatin/prohibitin superfamily)	88907	89857	-	
3300049256 assembled Ga0508132_00022_90081_90503	CDS	null	nucleoside-diphosphate kinase	90081	90503	+	
3300049256 assembled Ga0508132_00022_90676_91104	CDS	null	catechol 2,3-dioxygenase-like lactoylglutathione lyase family enzyme	90676	91104	+	
3300049256 assembled Ga0508132_00022_91222_94314	CDS	null	isoleucyl-tRNA synthetase	91222	94314	-	
3300049256 assembled Ga0508132_00022_9235_10491	CDS	null	3-oxoacyl-[acyl-carrier-protein] synthase II	9235	10491	+	
3300049256 assembled Ga0508132_00022_94487_95959	CDS	null	acetyl-CoA C-acetyltransferase	94487	95959	-	
3300049256 assembled Ga0508132_00022_96019_97446	CDS	null	3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase/3-hydroxybutyryl-CoA epimerase	96019	97446	-	
