Gene ID	Locus Type	Locus Tag	Gene Product Name	Start Coord	End Coord	Strand	
3300049256 assembled Ga0508132_00001_176808_177194	CDS	null	flagellar protein FliS	176808	177194	+	
3300049256 assembled Ga0508132_00001_177201_177587	CDS	null	hypothetical protein	177201	177587	+	
3300049256 assembled Ga0508132_00001_177644_178627	CDS	null	UDP-N-acetylglucosamine 4,6-dehydratase	177644	178627	+	
3300049256 assembled Ga0508132_00001_17766_18344	CDS	null	uncharacterized protein (TIGR01440 family)	17766	18344	+	
3300049256 assembled Ga0508132_00001_178628_179788	CDS	null	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase	178628	179788	+	
3300049256 assembled Ga0508132_00001_179785_180519	CDS	null	spore coat polysaccharide biosynthesis protein SpsF	179785	180519	+	
3300049256 assembled Ga0508132_00001_180537_181412	CDS	null	N-acetylneuraminate synthase	180537	181412	+	
3300049256 assembled Ga0508132_00001_181532_182464	CDS	null	spore coat polysaccharide biosynthesis protein SpsF	181532	182464	+	
3300049256 assembled Ga0508132_00001_182442_183350	CDS	null	SAM-dependent methyltransferase	182442	183350	+	
3300049256 assembled Ga0508132_00001_18322_19617	CDS	null	glycine hydroxymethyltransferase	18322	19617	+	
3300049256 assembled Ga0508132_00001_183589_184308	CDS	null	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	183589	184308	+	
3300049256 assembled Ga0508132_00001_184310_185062	CDS	null	NAD(P)-dependent dehydrogenase (short-subunit alcohol dehydrogenase family)	184310	185062	+	
3300049256 assembled Ga0508132_00001_185059_186264	CDS	null	biotin carboxylase	185059	186264	+	
3300049256 assembled Ga0508132_00001_186261_187022	CDS	null	5-deoxy-glucuronate isomerase	186261	187022	+	
3300049256 assembled Ga0508132_00001_187080_189089	CDS	null	hypothetical protein	187080	189089	+	
3300049256 assembled Ga0508132_00001_189116_190474	CDS	null	UDPglucose 6-dehydrogenase	189116	190474	+	
3300049256 assembled Ga0508132_00001_190471_191421	CDS	null	UDP-glucuronate 4-epimerase	190471	191421	+	
3300049256 assembled Ga0508132_00001_191441_192673	CDS	null	lysine-N-methylase	191441	192673	+	
3300049256 assembled Ga0508132_00001_193024_193320	CDS	null	CxxC-x17-CxxC domain-containing protein	193024	193320	+	
3300049256 assembled Ga0508132_00001_193582_194352	CDS	null	polar amino acid transport system substrate-binding protein	193582	194352	+	
3300049256 assembled Ga0508132_00001_194485_195210	CDS	null	polar amino acid transport system permease protein	194485	195210	+	
3300049256 assembled Ga0508132_00001_195197_195916	CDS	null	polar amino acid transport system ATP-binding protein	195197	195916	+	
3300049256 assembled Ga0508132_00001_196024_196221	CDS	null	CspA family cold shock protein	196024	196221	+	
3300049256 assembled Ga0508132_00001_19633_20268	CDS	null	uracil phosphoribosyltransferase	19633	20268	+	
3300049256 assembled Ga0508132_00001_196393_196932	CDS	null	putative sigma-54 modulation protein	196393	196932	+	
3300049256 assembled Ga0508132_00001_196975_197184	CDS	null	hypothetical protein	196975	197184	-	
3300049256 assembled Ga0508132_00001_197452_199956	CDS	null	preprotein translocase subunit SecA	197452	199956	+	
3300049256 assembled Ga0508132_00001_200188_201138	CDS	null	peptide chain release factor 2	200188	201138	+	
3300049256 assembled Ga0508132_00001_201142_201828	CDS	null	hypothetical protein	201142	201828	+	
3300049256 assembled Ga0508132_00001_201928_204042	CDS	null	hypothetical protein	201928	204042	+	
3300049256 assembled Ga0508132_00001_20237_20881	CDS	null	dCMP deaminase	20237	20881	+	
3300049256 assembled Ga0508132_00001_204035_205141	CDS	null	polysaccharide pyruvyl transferase CsaB	204035	205141	+	
3300049256 assembled Ga0508132_00001_205145_205987	CDS	null	uncharacterized membrane-anchored protein YitT (DUF2179 family)	205145	205987	+	
3300049256 assembled Ga0508132_00001_206063_206896	CDS	null	transketolase	206063	206896	+	
3300049256 assembled Ga0508132_00001_206925_207860	CDS	null	transketolase	206925	207860	+	
3300049256 assembled Ga0508132_00001_207985_208728	CDS	null	Zn-dependent protease	207985	208728	+	
3300049256 assembled Ga0508132_00001_208869_209555	CDS	null	cell division transport system ATP-binding protein	208869	209555	+	
3300049256 assembled Ga0508132_00001_20923_21699	CDS	null	beta-lactamase class A	20923	21699	-	
3300049256 assembled Ga0508132_00001_209545_210432	CDS	null	cell division transport system permease protein	209545	210432	+	
3300049256 assembled Ga0508132_00001_210487_211575	CDS	null	murein DD-endopeptidase MepM/ murein hydrolase activator NlpD	210487	211575	+	
3300049256 assembled Ga0508132_00001_211646_212800	CDS	null	carboxyl-terminal processing protease	211646	212800	+	
3300049256 assembled Ga0508132_00001_212913_214154	CDS	null	hypothetical protein	212913	214154	+	
3300049256 assembled Ga0508132_00001_214264_214716	CDS	null	purine-binding chemotaxis protein CheW	214264	214716	-	
3300049256 assembled Ga0508132_00001_214755_215813	CDS	null	ligand-binding sensor protein	214755	215813	-	
3300049256 assembled Ga0508132_00001_216168_218222	CDS	null	excinuclease ABC subunit B	216168	218222	+	
3300049256 assembled Ga0508132_00001_218242_221073	CDS	null	excinuclease ABC subunit A	218242	221073	+	
3300049256 assembled Ga0508132_00001_21882_22661	CDS	null	branched-chain amino acid transport system permease protein	21882	22661	+	
3300049256 assembled Ga0508132_00001_2207_3574	CDS	null	bifunctional UDP-N-acetylglucosamine pyrophosphorylase/glucosamine-1-phosphate N-acetyltransferase	2207	3574	+	
3300049256 assembled Ga0508132_00001_221102_222436	CDS	null	acetyl-CoA carboxylase biotin carboxylase subunit	221102	222436	-	
3300049256 assembled Ga0508132_00001_222608_224419	CDS	null	excinuclease ABC subunit C	222608	224419	+	
3300049256 assembled Ga0508132_00001_224471_224998	CDS	null	molybdopterin-guanine dinucleotide biosynthesis protein A	224471	224998	+	
3300049256 assembled Ga0508132_00001_225054_225368	CDS	null	hypothetical protein	225054	225368	+	
3300049256 assembled Ga0508132_00001_225507_225674	CDS	null	rubredoxin	225507	225674	+	
3300049256 assembled Ga0508132_00001_225712_226203	CDS	null	hypothetical protein	225712	226203	-	
3300049256 assembled Ga0508132_00001_226378_227391	CDS	null	isopentenyl diphosphate isomerase/L-lactate dehydrogenase-like FMN-dependent dehydrogenase	226378	227391	+	
3300049256 assembled Ga0508132_00001_22724_24103	CDS	null	pimeloyl-ACP methyl ester carboxylesterase	22724	24103	+	
3300049256 assembled Ga0508132_00001_227410_227916	CDS	null	methylated-DNA-[protein]-cysteine S-methyltransferase	227410	227916	+	
3300049256 assembled Ga0508132_00001_227972_228226	CDS	null	hypothetical protein	227972	228226	-	
3300049256 assembled Ga0508132_00001_228174_228332	CDS	null	putative membrane protein	228174	228332	+	
3300049256 assembled Ga0508132_00001_228366_229016	CDS	null	predicted porin	228366	229016	-	
3300049256 assembled Ga0508132_00001_229056_229919	CDS	null	Cof subfamily protein (haloacid dehalogenase superfamily)	229056	229919	+	
3300049256 assembled Ga0508132_00001_229993_231141	CDS	null	glycerate kinase	229993	231141	+	
3300049256 assembled Ga0508132_00001_231283_232005	CDS	null	putative hydrolase	231283	232005	+	
3300049256 assembled Ga0508132_00001_232025_232903	CDS	null	UPF0042 nucleotide-binding protein	232025	232903	+	
3300049256 assembled Ga0508132_00001_232944_234302	CDS	null	uncharacterized cofD-like protein	232944	234302	+	
3300049256 assembled Ga0508132_00001_234324_235265	CDS	null	DNA-binding protein WhiA	234324	235265	+	
3300049256 assembled Ga0508132_00001_235262_236020	CDS	null	peptidoglycan/xylan/chitin deacetylase (PgdA/CDA1 family)	235262	236020	+	
3300049256 assembled Ga0508132_00001_236115_237179	CDS	null	hypothetical protein	236115	237179	+	
3300049256 assembled Ga0508132_00001_237219_238574	CDS	null	type II secretory pathway component GspD/PulD (secretin)	237219	238574	-	
3300049256 assembled Ga0508132_00001_238787_239665	CDS	null	hypothetical protein	238787	239665	+	
3300049256 assembled Ga0508132_00001_239768_241729	CDS	null	poly(hydroxyalkanoate) depolymerase family esterase	239768	241729	+	
3300049256 assembled Ga0508132_00001_242129_244408	CDS	null	poly(hydroxyalkanoate) depolymerase family esterase	242129	244408	+	
3300049256 assembled Ga0508132_00001_24239_24883	CDS	null	NTP pyrophosphatase (non-canonical NTP hydrolase)	24239	24883	+	
3300049256 assembled Ga0508132_00001_244472_245590	CDS	null	protein-disulfide isomerase	244472	245590	+	
3300049256 assembled Ga0508132_00001_245901_247226	CDS	null	uncharacterized protein	245901	247226	+	
3300049256 assembled Ga0508132_00001_247294_249570	CDS	null	hydrogenase maturation protein HypF	247294	249570	+	
3300049256 assembled Ga0508132_00001_249539_249757	CDS	null	hydrogenase expression/formation protein HypC	249539	249757	+	
3300049256 assembled Ga0508132_00001_249750_250832	CDS	null	hydrogenase expression/formation protein HypD	249750	250832	+	
3300049256 assembled Ga0508132_00001_25060_26094	CDS	null	UDP-GlcNAc:undecaprenyl-phosphate GlcNAc-1-phosphate transferase	25060	26094	+	
3300049256 assembled Ga0508132_00001_250829_251839	CDS	null	hydrogenase expression/formation protein HypE	250829	251839	+	
3300049256 assembled Ga0508132_00001_251897_253273	CDS	null	RNA polymerase sigma-54 factor	251897	253273	+	
3300049256 assembled Ga0508132_00001_253369_254043	CDS	null	uncharacterized protein YggE	253369	254043	+	
3300049256 assembled Ga0508132_00001_254320_255351	CDS	null	central glycolytic genes regulator	254320	255351	+	
3300049256 assembled Ga0508132_00001_255369_256376	CDS	null	glyceraldehyde 3-phosphate dehydrogenase	255369	256376	+	
3300049256 assembled Ga0508132_00001_256419_257603	CDS	null	phosphoglycerate kinase	256419	257603	+	
3300049256 assembled Ga0508132_00001_257618_258367	CDS	null	triosephosphate isomerase	257618	258367	+	
3300049256 assembled Ga0508132_00001_258450_260012	CDS	null	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	258450	260012	+	
3300049256 assembled Ga0508132_00001_260013_261296	CDS	null	enolase	260013	261296	+	
3300049256 assembled Ga0508132_00001_261457_261702	CDS	null	preprotein translocase subunit SecG	261457	261702	+	
3300049256 assembled Ga0508132_00001_26152_27312	CDS	null	UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing)	26152	27312	+	
3300049256 assembled Ga0508132_00001_261790_263790	CDS	null	K(+)-stimulated pyrophosphate-energized sodium pump	261790	263790	+	
3300049256 assembled Ga0508132_00001_263892_264638	CDS	null	carboxylesterase	263892	264638	+	
3300049256 assembled Ga0508132_00001_264652_265059	CDS	null	acyl-coenzyme A thioesterase PaaI-like protein	264652	265059	+	
3300049256 assembled Ga0508132_00001_265056_267305	CDS	null	ribonuclease R	265056	267305	+	
3300049256 assembled Ga0508132_00001_267464_268342	CDS	null	uncharacterized protein (DUF362 family)	267464	268342	+	
3300049256 assembled Ga0508132_00001_268346_269656	CDS	null	ferredoxin-type protein NapF	268346	269656	+	
3300049256 assembled Ga0508132_00001_269684_270919	CDS	null	predicted AAA+ superfamily ATPase	269684	270919	-	
3300049256 assembled Ga0508132_00001_271296_271463	CDS	null	hypothetical protein	271296	271463	+	
3300049256 assembled Ga0508132_00001_271579_272043	CDS	null	SsrA-binding protein	271579	272043	+	
3300049256 assembled Ga0508132_00001_272374_272473	tRNA	null	tRNA_Ser_CGA	272374	272473	+	
3300049256 assembled Ga0508132_00001_272564_273196	CDS	null	GNAT superfamily N-acetyltransferase	272564	273196	-	
3300049256 assembled Ga0508132_00001_273228_273623	CDS	null	DNA-binding HxlR family transcriptional regulator	273228	273623	+	
3300049256 assembled Ga0508132_00001_273769_274023	CDS	null	hypothetical protein	273769	274023	+	
3300049256 assembled Ga0508132_00001_274390_276411	CDS	null	PAS domain S-box-containing protein	274390	276411	+	
3300049256 assembled Ga0508132_00001_27519_27746	CDS	null	ATP synthase protein I	27519	27746	+	
3300049256 assembled Ga0508132_00001_276661_277437	CDS	null	putative nucleotidyltransferase with HDIG domain	276661	277437	+	
3300049256 assembled Ga0508132_00001_27746_28132	CDS	null	hypothetical protein	27746	28132	+	
3300049256 assembled Ga0508132_00001_277614_279329	CDS	null	methyl-accepting chemotaxis protein	277614	279329	+	
3300049256 assembled Ga0508132_00001_279345_279800	CDS	null	purine-binding chemotaxis protein CheW	279345	279800	+	
3300049256 assembled Ga0508132_00001_280058_280213	CDS	null	hypothetical protein	280058	280213	+	
3300049256 assembled Ga0508132_00001_280577_280867	CDS	null	hypothetical protein	280577	280867	-	
3300049256 assembled Ga0508132_00001_281046_281444	CDS	null	DNA-binding HxlR family transcriptional regulator	281046	281444	+	
3300049256 assembled Ga0508132_00001_28160_28846	CDS	null	F-type H+-transporting ATPase subunit a	28160	28846	+	
3300049256 assembled Ga0508132_00001_281611_281862	CDS	null	hypothetical protein	281611	281862	-	
3300049256 assembled Ga0508132_00001_281883_283106	CDS	null	hypothetical protein	281883	283106	+	
3300049256 assembled Ga0508132_00001_283471_284295	CDS	null	AraC-like DNA-binding protein	283471	284295	+	
3300049256 assembled Ga0508132_00001_284370_285266	CDS	null	drug/metabolite transporter (DMT)-like permease	284370	285266	+	
3300049256 assembled Ga0508132_00001_285964_287325	CDS	null	AAT family amino acid transporter	285964	287325	+	
3300049256 assembled Ga0508132_00001_287366_288121	CDS	null	L-serine dehydratase	287366	288121	+	
3300049256 assembled Ga0508132_00001_288133_289008	CDS	null	L-serine dehydratase	288133	289008	+	
3300049256 assembled Ga0508132_00001_28892_29143	CDS	null	F-type H+-transporting ATPase subunit c	28892	29143	+	
3300049256 assembled Ga0508132_00001_289277_290002	CDS	null	cyclopropane fatty-acyl-phospholipid synthase-like methyltransferase	289277	290002	-	
3300049256 assembled Ga0508132_00001_290347_290673	CDS	null	DNA-binding HxlR family transcriptional regulator	290347	290673	-	
3300049256 assembled Ga0508132_00001_290742_291458	CDS	null	multimeric flavodoxin WrbA	290742	291458	+	
3300049256 assembled Ga0508132_00001_291893_292690	CDS	null	exonuclease III	291893	292690	+	
3300049256 assembled Ga0508132_00001_29216_29710	CDS	null	F-type H+-transporting ATPase subunit b	29216	29710	+	
3300049256 assembled Ga0508132_00001_292981_293436	CDS	null	uncharacterized membrane protein	292981	293436	+	
3300049256 assembled Ga0508132_00001_293674_294549	CDS	null	predicted DNA-binding transcriptional regulator YafY	293674	294549	+	
3300049256 assembled Ga0508132_00001_294557_295447	CDS	null	nitroreductase/Pyruvate/2-oxoacid:ferredoxin oxidoreductase delta subunit	294557	295447	+	
3300049256 assembled Ga0508132_00001_295510_295848	CDS	null	hypothetical protein	295510	295848	+	
3300049256 assembled Ga0508132_00001_296044_296904	CDS	null	drug/metabolite transporter (DMT)-like permease	296044	296904	-	
3300049256 assembled Ga0508132_00001_296905_297852	CDS	null	D-3-phosphoglycerate dehydrogenase	296905	297852	-	
3300049256 assembled Ga0508132_00001_29704_30270	CDS	null	F-type H+-transporting ATPase subunit delta	29704	30270	+	
3300049256 assembled Ga0508132_00001_297916_298905	CDS	null	phosphate acetyltransferase	297916	298905	-	
3300049256 assembled Ga0508132_00001_299056_299958	CDS	null	DNA-binding transcriptional LysR family regulator	299056	299958	+	
3300049256 assembled Ga0508132_00001_300134_300346	CDS	null	hypothetical protein	300134	300346	+	
3300049256 assembled Ga0508132_00001_300478_301272	CDS	null	voltage-gated sodium channel	300478	301272	+	
3300049256 assembled Ga0508132_00001_301309_302409	CDS	null	hypothetical protein	301309	302409	+	
3300049256 assembled Ga0508132_00001_302589_303452	CDS	null	glycosyltransferase involved in cell wall biosynthesis	302589	303452	+	
3300049256 assembled Ga0508132_00001_30273_31811	CDS	null	F-type H+-transporting ATPase subunit alpha	30273	31811	+	
3300049256 assembled Ga0508132_00001_303543_305006	CDS	null	filamentous hemagglutinin family protein	303543	305006	-	
3300049256 assembled Ga0508132_00001_305021_307321	CDS	null	hemolysin activation/secretion protein	305021	307321	-	
3300049256 assembled Ga0508132_00001_307645_308529	CDS	null	cell wall-associated NlpC family hydrolase	307645	308529	-	
3300049256 assembled Ga0508132_00001_308528_308755	CDS	null	4-oxalocrotonate tautomerase	308528	308755	+	
3300049256 assembled Ga0508132_00001_308793_309203	CDS	null	DNA-binding HxlR family transcriptional regulator	308793	309203	+	
3300049256 assembled Ga0508132_00001_309360_310172	CDS	null	nitroreductase/Pyruvate/2-oxoacid:ferredoxin oxidoreductase delta subunit	309360	310172	+	
3300049256 assembled Ga0508132_00001_310445_311032	CDS	null	hypothetical protein	310445	311032	-	
3300049256 assembled Ga0508132_00001_311756_312433	CDS	null	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	311756	312433	+	
3300049256 assembled Ga0508132_00001_312562_313338	CDS	null	hypothetical protein	312562	313338	-	
3300049256 assembled Ga0508132_00001_313809_315515	CDS	null	PAS domain S-box-containing protein	313809	315515	+	
3300049256 assembled Ga0508132_00001_315855_317279	CDS	null	hypothetical protein	315855	317279	+	
3300049256 assembled Ga0508132_00001_317330_318781	CDS	null	4-hydroxybutyryl-CoA dehydratase/vinylacetyl-CoA-Delta-isomerase	317330	318781	+	
3300049256 assembled Ga0508132_00001_31818_32672	CDS	null	F-type H+-transporting ATPase subunit gamma	31818	32672	+	
3300049256 assembled Ga0508132_00001_318802_319104	CDS	null	Fe-S cluster biogenesis protein NfuA	318802	319104	+	
3300049256 assembled Ga0508132_00001_319085_319411	CDS	null	hypothetical protein	319085	319411	+	
3300049256 assembled Ga0508132_00001_319380_320675	CDS	null	4-hydroxybutyrate CoA-transferase	319380	320675	+	
3300049256 assembled Ga0508132_00001_320885_321487	CDS	null	hypothetical protein	320885	321487	+	
3300049256 assembled Ga0508132_00001_321502_321597	CDS	null	hypothetical protein	321502	321597	+	
3300049256 assembled Ga0508132_00001_321709_321858	CDS	null	hypothetical protein	321709	321858	+	
3300049256 assembled Ga0508132_00001_322052_322399	CDS	null	hypothetical protein	322052	322399	-	
3300049256 assembled Ga0508132_00001_322680_323777	CDS	null	diguanylate cyclase (GGDEF)-like protein	322680	323777	+	
3300049256 assembled Ga0508132_00001_324299_324475	CDS	null	metal-responsive CopG/Arc/MetJ family transcriptional regulator	324299	324475	-	
3300049256 assembled Ga0508132_00001_324609_324755	CDS	null	hypothetical protein	324609	324755	+	
3300049256 assembled Ga0508132_00001_324965_325064	tRNA	null	tRNA_Ser_CGA	324965	325064	+	
3300049256 assembled Ga0508132_00001_325545_326564	CDS	null	hypothetical protein	325545	326564	+	
3300049256 assembled Ga0508132_00001_326564_328168	CDS	null	hypothetical protein	326564	328168	+	
3300049256 assembled Ga0508132_00001_328481_330412	CDS	null	nucleoside phosphorylase	328481	330412	+	
3300049256 assembled Ga0508132_00001_32896_34164	CDS	null	F-type H+-transporting ATPase subunit beta	32896	34164	+	
3300049256 assembled Ga0508132_00001_330630_332039	CDS	null	predicted metal-dependent peptidase	330630	332039	-	
3300049256 assembled Ga0508132_00001_332046_333167	CDS	null	hypothetical protein	332046	333167	-	
3300049256 assembled Ga0508132_00001_333180_333983	CDS	null	hypothetical protein	333180	333983	-	
