Gene ID	Locus Type	Locus Tag	Gene Product Name	Start Coord	End Coord	Strand	
3300049256 assembled Ga0508132_00042_50447_50998	CDS	null	peroxiredoxin family protein	50447	50998	+	
3300049256 assembled Ga0508132_00042_51040_51267	CDS	null	tRNA 2-thiouridine synthesizing protein A	51040	51267	+	
3300049256 assembled Ga0508132_00042_5119_5478	CDS	null	cytochrome b involved in lipid metabolism	5119	5478	-	
3300049256 assembled Ga0508132_00042_51437_52294	CDS	null	pimeloyl-ACP methyl ester carboxylesterase	51437	52294	+	
3300049256 assembled Ga0508132_00042_52429_53130	CDS	null	branched-chain amino acid transport system ATP-binding protein	52429	53130	-	
3300049256 assembled Ga0508132_00042_53123_53857	CDS	null	branched-chain amino acid transport system ATP-binding protein/urea transport system ATP-binding protein	53123	53857	-	
3300049256 assembled Ga0508132_00042_53844_55040	CDS	null	branched-chain amino acid transport system permease protein	53844	55040	-	
3300049256 assembled Ga0508132_00042_5475_6740	CDS	null	predicted ferric reductase	5475	6740	-	
3300049256 assembled Ga0508132_00042_55051_56274	CDS	null	branched-chain amino acid transport system substrate-binding protein	55051	56274	-	
3300049256 assembled Ga0508132_00042_56279_57136	CDS	null	branched-chain amino acid transport system permease protein	56279	57136	-	
3300049256 assembled Ga0508132_00042_57173_58768	CDS	null	amidase	57173	58768	-	
3300049256 assembled Ga0508132_00042_58853_60028	CDS	null	ABC-type branched-subunit amino acid transport system substrate-binding protein	58853	60028	-	
3300049256 assembled Ga0508132_00042_60101_60643	CDS	null	DNA-binding MarR family transcriptional regulator	60101	60643	+	
3300049256 assembled Ga0508132_00042_60792_61916	CDS	null	acyl-CoA dehydrogenase	60792	61916	+	
3300049256 assembled Ga0508132_00042_61920_62492	CDS	null	alpha-ribazole phosphatase	61920	62492	-	
3300049256 assembled Ga0508132_00042_62668_63399	CDS	null	CRP-like cAMP-binding protein	62668	63399	+	
3300049256 assembled Ga0508132_00042_63446_64186	CDS	null	hypothetical protein	63446	64186	-	
3300049256 assembled Ga0508132_00042_64539_66653	CDS	null	light-regulated signal transduction histidine kinase (bacteriophytochrome)	64539	66653	+	
3300049256 assembled Ga0508132_00042_6745_7068	CDS	null	hypothetical protein	6745	7068	-	
3300049256 assembled Ga0508132_00042_7198_7851	CDS	null	protein-disulfide isomerase	7198	7851	-	
3300049256 assembled Ga0508132_00042_7913_11134	CDS	null	multidrug efflux pump subunit AcrB	7913	11134	-	
