Gene ID	Locus Type	Locus Tag	Gene Product Name	Start Coord	End Coord	Strand	
3300049256 assembled Ga0508132_00043_47704_49146	CDS	null	porin	47704	49146	+	
3300049256 assembled Ga0508132_00043_49176_50246	CDS	null	dCTP deaminase	49176	50246	-	
3300049256 assembled Ga0508132_00043_50454_51266	CDS	null	hypothetical protein	50454	51266	-	
3300049256 assembled Ga0508132_00043_51273_52304	CDS	null	cyclic pyranopterin phosphate synthase	51273	52304	-	
3300049256 assembled Ga0508132_00043_52549_53109	CDS	null	nitroreductase	52549	53109	+	
3300049256 assembled Ga0508132_00043_5279_6358	CDS	null	iron complex transport system permease protein	5279	6358	+	
3300049256 assembled Ga0508132_00043_53134_53979	CDS	null	L-lactate dehydrogenase complex protein LldE	53134	53979	-	
3300049256 assembled Ga0508132_00043_54134_55042	CDS	null	DNA-binding transcriptional LysR family regulator	54134	55042	-	
3300049256 assembled Ga0508132_00043_55321_56766	CDS	null	glycolate oxidase	55321	56766	+	
3300049256 assembled Ga0508132_00043_56759_57982	CDS	null	glycolate oxidase FAD binding subunit	56759	57982	+	
3300049256 assembled Ga0508132_00043_57987_59345	CDS	null	glycolate oxidase iron-sulfur subunit	57987	59345	+	
3300049256 assembled Ga0508132_00043_59455_60978	CDS	null	hypothetical protein	59455	60978	+	
3300049256 assembled Ga0508132_00043_61186_61680	CDS	null	DNA repair exonuclease SbcCD ATPase subunit	61186	61680	-	
3300049256 assembled Ga0508132_00043_61823_62878	CDS	null	N-acetyl-gamma-glutamyl-phosphate reductase	61823	62878	-	
3300049256 assembled Ga0508132_00043_63023_63517	CDS	null	small subunit ribosomal protein S9	63023	63517	-	
3300049256 assembled Ga0508132_00043_63517_64029	CDS	null	large subunit ribosomal protein L13	63517	64029	-	
3300049256 assembled Ga0508132_00043_6411_7136	CDS	null	iron complex transport system ATP-binding protein	6411	7136	+	
3300049256 assembled Ga0508132_00043_64172_64621	CDS	null	uncharacterized protein (TIGR00369 family)	64172	64621	-	
3300049256 assembled Ga0508132_00043_64695_65300	CDS	null	hypothetical protein	64695	65300	+	
3300049256 assembled Ga0508132_00043_65413_66603	CDS	null	aromatic-L-amino-acid decarboxylase	65413	66603	-	
3300049256 assembled Ga0508132_00043_7306_9624	CDS	null	iron complex outermembrane receptor protein	7306	9624	+	
3300049256 assembled Ga0508132_00043_9696_9908	CDS	null	hypothetical protein	9696	9908	-	
